STOP_FRISK_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,SPRINT_NUMBER,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_NUMBER,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_NUMBER,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
41,10/12/2017,9:35:00,2017,October,Thursday,Based on Radio Run,6610,APP,POM,1,SGT,1,Y,I,P,PSB,0,MENACING,15,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),CM,MENACING,54,MALE,BLACK,6.1,200,HEA,BRO,BLD,(null),1,I,7,80 VANDAM STREET,(null),VANDAM STREET,982101,204005,(null),PBMS,MANHATTAN
42,10/18/2017,13:10:00,2017,October,Wednesday,Based on C/W on Scene,11674,APP,POF,1,SGT,1,Y,(null),P,PSB,1,ROBBERY,5,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,18,MALE,BLACK,6.1,150,MED,BRO,BLK,(null),1,H,(null),AVENUE OF THE AMERICAS && GRAND STREET,(null),AVENUE OF THE AMERICAS,982848,202677,(null),PBMS,MANHATTAN
43,10/20/2017,13:00:00,2017,October,Friday,Based on C/W on Scene,D17102011831,APP,POM,1,LT,1,Y,O,P,PSB,2,PETIT LARCENY,13,Y,(null),N,Y,M17663856,PETIT LARCENY,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,PETIT LARCENY,26,MALE,WHITE HISPANIC,5.6,150,THN,BRO,BLK,(null),1,H,(null),BROOME STREET && WOOSTER STREET,(null),BROOME STREET,983648,202659,(null),PBMS,MANHATTAN
44,10/20/2017,14:40:00,2017,October,Friday,Based on C/W on Scene,14986,APP,POM,1,SGT,1,Y,O,P,PSB,1,ASSAULT,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,ASSAULT,17,MALE,BLACK,6.1,160,THN,BRO,BLK,BLUE H,1,E,(null),TRINITY PLACE && CEDAR STREET,(null),TRINITY PLACE,980941,197696,(null),PBMS,MANHATTAN
45,10/31/2017,15:45:00,2017,October,Tuesday,Based on Self Initiated,D17103114345,APP,POM,136,SGT,136,Y,O,P,PSB,1,TERRORISM,180,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),CM,TERRORISM,49,MALE,WHITE,6.1,160,THN,BRO,BRO,DUCT T,1,G,(null),233 WEST STREET,(null),WEST STREET,980908,201910,(null),PBMS,MANHATTAN
46,11/2/2017,2:20:00,2017,November,Thursday,Based on Radio Run,497,APP,POM,1,SGT,1,Y,O,P,PSB,15,PETIT LARCENY,30,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),CM,PETIT LARCENY,23,MALE,WHITE HISPANIC,5.5,120,THN,BRO,BLK,(null),1,C,(null),BROAD STREET && WATER STREET,(null),BROAD STREET,981060,195384,(null),PBMS,MANHATTAN
47,11/2/2017,2:20:00,2017,November,Thursday,Based on Radio Run,497,APP,POM,1,SGT,1,Y,(null),P,PSB,15,PETIT LARCENY,30,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),CM,PETIT LARCENY,28,MALE,WHITE HISPANIC,6.4,225,MED,GRN,BRO,(null),1,C,(null),BROAD STREET && WATER STREET,(null),BROAD STREET,981060,195384,(null),PBMS,MANHATTAN
48,1/7/2017,1:14:00,2017,January,Saturday,Based on Radio Run,17010701090,APP,POM,5,SGT,5,Y,(null),P,PSB,1,ASSAULT,5,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,COURTEOUS,30,MALE,BLACK,6.2,190,MED,BLK,BLK,(null),5,E,(null),PRINCE STREET && BROADWAY,(null),PRINCE STREET,984864,203135,(null),PBMS,MANHATTAN
49,1/8/2017,3:00:00,2017,January,Sunday,Based on Radio Run,2119,APP,POM,5,SGT,5,N,(null),P,PSB,0,GRAND LARCENY,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,GRAND LARCENY,25,MALE,BLACK,6,170,THN,BRO,BLK,(null),5,D,(null),159 EAST HOUSTON STREET,(null),EAST HOUSTON STREET,987292,202702,(null),PBMS,MANHATTAN
50,1/8/2017,4:42:00,2017,January,Sunday,Based on Radio Run,3309,APP,POM,5,SGT,5,Y,(null),P,PSB,1,BURGLARY,12,Y,(null),N,Y,M17601494,BURGLARY,N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,61,MALE,WHITE HISPANIC,5.9,140,THN,BRO,BLD,(null),5,E,(null),44 CROSBY STREET,(null),CROSBY STREET,984573,202201,(null),PBMS,MANHATTAN
51,1/1/2017,2:40:00,2017,January,Sunday,Based on Self Initiated,4352,APP,POM,5,SGT,5,Y,(null),P,PSB,1,MAKING GRAFFITI,12,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),DE,NERVOUS,21,MALE,WHITE HISPANIC,6,160,THN,BRO,BRO,(null),5,C,(null),46 ELDRIDGE STREET,(null),ELDRIDGE STREET,986162,200104,(null),PBMS,MANHATTAN
52,1/3/2017,4:28:00,2017,January,Tuesday,Based on Self Initiated,2519,APP,POM,7,LT,7,Y,O,P,PSB,1,ASSAULT,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,IRATE,28,MALE,BLACK,6.2,190,HEA,BLK,XXX,(null),5,A,(null),MADISON STREET && CATHERINE STREET,(null),MADISON STREET,985096,198703,(null),PBMS,MANHATTAN
53,1/12/2017,14:00:00,2017,January,Thursday,Based on Radio Run,N/A,APP,POM,1,SGT,1,Y,O,P,PSB,2,ROBBERY,10,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,ROBBERY,34,MALE,WHITE HISPANIC,5.11,165,MED,BRO,BRO,(null),5,F,(null),246 CANAL STREET,(null),CANAL STREET,984169,200953,(null),PBMS,MANHATTAN
54,1/13/2017,4:22:00,2017,January,Friday,Based on Radio Run,3081,APP,POF,5,SGT,5,Y,O,P,PSB,1,MENACING,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,48,MALE,ASIAN/PAC.ISL,5.6,180,THN,BRO,BLK,.,5,C,(null),GRAND STREET && ALLEN STREET,(null),GRAND STREET,986696,200624,(null),PBMS,MANHATTAN
55,1/30/2017,17:59:00,2017,January,Monday,Based on Self Initiated,17368,APP,POM,804,SGT,804,Y,I,H,Housing,1,CRIMINAL TRESPASS,3,Y,(null),Y,Y,M17606651,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,UPSET,32,FEMALE,WHITE HISPANIC,5.2,170,MED,HAZ,BRO,TATTOO,5,A,(null),46 MADISON STREET,(null),MADISON STREET,984743,198647,(null),PBMS,MANHATTAN
56,1/30/2017,17:59:00,2017,January,Monday,Based on Self Initiated,17368,APP,POM,804,SGT,804,Y,I,H,Housing,1,CRIMINAL TRESPASS,3,Y,(null),Y,Y,M17606659,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,UPSET,41,MALE,BLACK,6.4,175,THN,BRO,BLK,(null),5,A,(null),46 MADISON STREET,(null),MADISON STREET,984743,198647,(null),PBMS,MANHATTAN
57,1/30/2017,16:00:00,2017,January,Monday,Based on Self Initiated,999,APP,DT2,750,LT,750,Y,(null),H,Housing,10,CRIMINAL SALE OF CONTROLLED SUBSTANCE,3,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),CM,CRIMINAL SALE OF CONTROLLED SUBSTANCE,32,MALE,BLACK HISPANIC,5.11,180,MED,BRO,BLD,N/A,5,A,(null),40 MADISON STREET,(null),MADISON STREET,984575,198625,(null),PBMS,MANHATTAN
58,1/30/2017,16:00:00,2017,January,Monday,Based on C/W on Scene,999,APP,DT3,750,LT,750,Y,O,H,Housing,10,CRIMINAL SALE OF CONTROLLED SUBSTANCE,3,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,V,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),CM,CRIMINAL SALE OF CONTROLLED SUBSTANCE,36,MALE,BLACK,6.5,200,THN,BRO,BRO,UNK,5,A,(null),40 MADISON STREET,(null),MADISON STREET,984575,198625,(null),PBMS,MANHATTAN
59,1/12/2017,15:30:00,2017,January,Thursday,Based on Self Initiated,8891,APP,POM,5,SGT,5,Y,O,P,PSB,5,PETIT LARCENY,10,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,25,FEMALE,BLACK HISPANIC,5.9,180,MED,BRO,BLK,(null),5,C,(null),GRAND STREET && CHRYSTIE STREET,(null),GRAND STREET,985961,200916,(null),PBMS,MANHATTAN
60,2/3/2017,19:05:00,2017,February,Friday,Based on Radio Run,18796,APP,POM,861,SGT,861,Y,S,T,Transit,2,ASSAULT,5,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,UNDERSTANDING,17,MALE,BLACK,5.7,150,THN,BRO,BLK,BEAUTY,5,F,(null),BROADWAY && CANAL STREET,(null),BROADWAY,983728,201372,(null),PBMS,MANHATTAN
61,2/3/2017,19:05:00,2017,February,Friday,Based on Radio Run,18796,APP,POM,861,SGT,861,Y,S,T,Transit,2,ASSAULT,10,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,UNDERSTANDING,22,MALE,BLACK,5.1,130,THN,BRO,BLK,BEARD,5,F,(null),BROADWAY && CANAL STREET,(null),BROADWAY,983728,201372,(null),PBMS,MANHATTAN
62,2/6/2017,9:05:00,2017,February,Monday,Based on Radio Run,5670,APP,POM,5,LT,5,Y,(null),P,PSB,1,CPW,2,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,18,MALE,BLACK,5.8,160,THN,BRO,BLK,(null),5,F,(null),LAFAYETTE STREET && WALKER STREET,(null),LAFAYETTE STREET,983976,200838,(null),PBMS,MANHATTAN
63,2/12/2017,16:10:00,2017,February,Sunday,Based on Radio Run,14522,APP,POM,5,SGT,5,Y,(null),P,PSB,20,GRAND LARCENY,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,GRAND LARCENY,28,MALE,BLACK,5.8,150,THN,BRO,BLK,(null),5,A,(null),MECHANICS ALLEY && MADISON STREET,(null),MECHANICS ALLEY,984990,200136,(null),PBMS,MANHATTAN
64,2/8/2017,17:45:00,2017,February,Wednesday,Based on Self Initiated,9999,APP,POM,5,SGT,5,Y,O,P,PSB,5,PETIT LARCENY,7,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,51,MALE,WHITE,6.1,195,MED,BRO,BLK,N/A,5,C,(null),CHRYSTIE STREET && HESTER STREET,(null),CHRYSTIE STREET,985795,200487,(null),PBMS,MANHATTAN
65,2/18/2017,15:00:00,2017,February,Saturday,Based on Self Initiated,9999,APP,DTS,5,SGT,5,Y,O,P,PSB,3,PETIT LARCENY,2,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,23,MALE,BLACK HISPANIC,6,230,U,BRO,BLK,(null),5,F,(null),HOWARD STREET && BROADWAY,(null),HOWARD STREET,983855,201569,(null),PBMS,MANHATTAN
66,2/18/2017,19:45:00,2017,February,Saturday,Based on C/W on Scene,19822,APP,POM,868,SGT,868,Y,(null),P,PSB,2,ROBBERY,20,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),CM,ROBBERY,19,MALE,WHITE,6.1,175,THN,BRO,BRO,N/A,5,G,(null),1 CENTRE STREET,(null),CENTRE STREET,983093,199038,(null),PBMS,MANHATTAN
67,2/25/2017,5:46:00,2017,February,Saturday,Based on Self Initiated,6735,APP,POM,863,LT,863,Y,S,T,Transit,1,ROBBERY,5,Y,(null),N,N,(null),(null),N,(null),(null),N,(null),S,V,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,ROBBERY,59,MALE,BLACK,5.1,170,MED,BRO,BLD,(null),5,E,(null),PRINCE STREET && BROADWAY,(null),PRINCE STREET,984864,203135,(null),PBMS,MANHATTAN
68,3/3/2017,4:48:00,2017,March,Friday,Based on Radio Run,2954,APP,POM,5,SGT,5,Y,S,T,Transit,3,ROBBERY,10,Y,(null),Y,Y,(null),ROBBERY,N,(null),(null),Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),CM,ROBBERY,30,MALE,BLACK,5.1,160,MED,BRO,BLK,BLUE J,5,F,(null),BROADWAY && CANAL STREET,(null),BROADWAY,983728,201372,(null),PBMS,MANHATTAN
69,3/3/2017,4:48:00,2017,March,Friday,Based on C/W on Scene,2954,APP,POM,5,SGT,5,Y,S,T,Transit,3,ROBBERY,10,Y,(null),Y,Y,(null),ROBBERY,N,(null),(null),Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,ROBBERY,29,MALE,BLACK,5.1,190,MED,BRO,BLK,BLUE J,5,F,(null),BROADWAY && CANAL STREET,(null),BROADWAY,983728,201372,(null),PBMS,MANHATTAN
70,3/3/2017,21:52:00,2017,March,Friday,Based on Self Initiated,23501,APP,POM,5,SGT,5,Y,O,P,PSB,3,ROBBERY,3,Y,(null),N,Y,(null),ROBBERY,N,(null),(null),N,(null),S,V,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),CM,ROBBERY,43,MALE,BLACK,5.5,170,MED,BRO,BLD,GAP TE,5,C,(null),ELDRIDGE STREET && GRAND STREET,(null),ELDRIDGE STREET,986406,200739,(null),PBMS,MANHATTAN
71,3/7/2017,17:50:00,2017,March,Tuesday,Based on Self Initiated,D17030717422,APP,POM,5,SGT,5,Y,I,A,Other,1,CRIMINAL TRESPASS,2,Y,(null),Y,Y,M17614729,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,36,MALE,WHITE HISPANIC,5.8,180,MED,BLK,BRO,NA,5,C,(null),39 ELDRIDGE STREET,(null),ELDRIDGE STREET,986129,200034,(null),PBMS,MANHATTAN
72,3/7/2017,17:50:00,2017,March,Tuesday,Based on Self Initiated,D17030717422,APP,POM,5,SGT,5,Y,I,A,Other,1,CRIMINAL TRESPASS,2,Y,(null),Y,Y,M17614733,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,23,MALE,WHITE HISPANIC,5.5,175,THN,BLK,BRO,NA,5,C,(null),39 ELDRIDGE STREET,(null),ELDRIDGE STREET,986129,200034,(null),PBMS,MANHATTAN
73,3/7/2017,17:50:00,2017,March,Tuesday,Based on Self Initiated,D17030717422,APP,POM,5,SGT,5,Y,I,A,Other,1,CRIMINAL TRESPASS,2,Y,(null),Y,Y,M17614731,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,55,MALE,WHITE HISPANIC,5.8,160,THN,BLK,BRO,NA,5,C,(null),39 ELDRIDGE STREET,(null),ELDRIDGE STREET,986129,200034,(null),PBMS,MANHATTAN
74,3/25/2017,1:35:00,2017,March,Saturday,Based on Self Initiated,1822,APP,POM,804,SGT,804,Y,O,P,PSB,1,CRIMINAL POSSESSION OF MARIHUANA,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),CM,CRIMINAL POSSESSION OF MARIHUANA,30,MALE,WHITE,6.2,180,THN,BRO,BLN,(null),5,B,(null),123 MADISON STREET,(null),MADISON STREET,985887,198801,(null),PBMS,MANHATTAN
75,3/25/2017,19:50:00,2017,March,Saturday,Based on Self Initiated,20467,APP,POM,804,LT,804,Y,I,H,Housing,1,CRIMINAL TRESPASS,17,Y,(null),Y,Y,M17618809,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,27,MALE,BLACK,5.1,200,MED,BRO,BLK,NONE,5,D,(null),189 ALLEN STREET,(null),ALLEN STREET,987295,202380,(null),PBMS,MANHATTAN
76,3/25/2017,19:50:00,2017,March,Saturday,Based on Self Initiated,20467,APP,POM,804,LT,804,Y,I,H,Housing,1,CRIMINAL TRESPASS,17,Y,(null),Y,Y,M17618812,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,NERVOUS,23,FEMALE,WHITE HISPANIC,5.3,145,MED,BRO,BLK,TATTO-,5,D,(null),189 ALLEN STREET,(null),ALLEN STREET,987295,202380,(null),PBMS,MANHATTAN
77,3/25/2017,19:50:00,2017,March,Saturday,Based on Self Initiated,20467,APP,POM,804,LT,804,Y,I,H,Housing,1,CRIMINAL TRESPASS,17,Y,(null),Y,Y,M17618806,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,NERVOUS,22,FEMALE,WHITE HISPANIC,5.6,130,THN,GRN,BLN,NONE,5,D,(null),189 ALLEN STREET,(null),ALLEN STREET,987295,202380,(null),PBMS,MANHATTAN
78,3/27/2017,17:58:00,2017,March,Monday,Based on Radio Run,18077,APP,POF,5,SGT,5,Y,O,P,PSB,3,GRAND LARCENY,11,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UPSET,18,FEMALE,BLACK,5.5,130,THN,BRO,BLK,NA,5,C,(null),ALLEN STREET && HESTER STREET,(null),ALLEN STREET,986524,200197,(null),PBMS,MANHATTAN
79,4/1/2017,2:56:00,2017,April,Saturday,Based on Radio Run,2649,APP,POM,5,SGT,5,Y,O,P,PSB,5,CPW,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,CPW,33,MALE,WHITE,5.6,150,THN,ZZZ,BLK,UNK,5,F,(null),80 BOWERY,(null),BOWERY,985448,200458,(null),PBMS,MANHATTAN
